ID,ESG_class,final_normalized_score_env,final_normalized_score_social,final_normalized_score_governance,MORE_score_2022,MORE_score_2021,MORE_score_2020,total_assets_2022,total_assets_2021,total_assets_2020,current_assets_2022,current_assets_2021,current_assets_2020,shareholders_funds_2022,shareholders_funds_2021,shareholders_funds_2020,current _liabilities_2022,current _liabilities_2021,current _liabilities_2020,turnover_2022,turnover_2021,EBIT_2022,EBIT_2021,EBIT_2020,net_income_2022,net_income_2021,net_income_2020,EBITDA_2022,EBITDA_2021,EBITDA_2020,sectors_Financials,sectors_Health.Util,sectors_Manufacturing,sectors_Tech.Com,regions_Center,regions_Islands,regions_Northeast,regions_Northwest,regions_South
948,S1,0.928571429,0.5032967033,0.928571429,7,7,8,125612.33834980988,64675.913,59334.072,63532.27164638783,32123.985,30826.241,44583.56873003802,-6283.734,-8312.023,42759.767684410646,41997.798,37875.522,109096.20115209126,85131.426,7082.679908745247,3041.665,-5122.048,5898.350980988593,2155.833,-5873.772,12655.215423387095,5748.524,-2402.362,True,False,False,False,False,False,False,True,False
1887,S1,0.785714286,0.5273597811491109,0.928571429,6,6,6,9520.584,10297.232,12046.349,9520.584,10297.232,12046.349,3686.209,6156.107,7209.243,681.852,423.425,634.538,253.599,0.0,-2431.842,-976.909,-560.942,-2469.898,-1053.136,-628.578,16713.743878548896,11664.737347708895,-554.394,False,False,True,False,False,False,False,True,False
1893,S1,0.928571429,0.5032967033,0.928571429,2,2,2,12412.46,3987.433,2890.064,10485.14,2060.113,962.744,12407.536,3980.929,2887.226,4.924,6.504,2.838,0.0,0.001,-73.394,-72.137,-89.85,8426.605,3427.861,534.155,12655.215423387095,11755.310329931974,-79.879,True,False,False,False,False,False,True,False,False
707,S1,0.928571429,0.928571429,0.928571429,3,4,5,168275.64,187189.783,172885.972,77296.701,73715.442,58106.488,38290.171,20587.413,5177.837,68501.092,79146.69,70443.651,244744.551,223498.028,6800.405,12528.494,7714.97,17702.757,10378.197,7031.583,16675.839,22217.03,16950.286,True,False,False,False,False,False,False,False,True
191,S1,0.928571429,0.928571429,0.928571429,1,2,2,650435.641,498841.676,383198.677,429771.007,318982.579,230211.224,436039.733,287492.899,225930.575,144601.964,122624.262,86629.009,643159.644,480429.203,150417.146,68723.97,54899.251,115688.354,52239.043,37118.322,178165.202,91393.655,72035.963,True,False,False,False,True,False,False,False,False
1586,S1,0.928571429,0.928571429,0.928571429,2,2,2,125612.33834980988,875123.0,794711.0,63532.27164638783,695141.0,621220.0,44583.56873003802,772884.0,737091.0,42759.767684410646,93195.0,51464.4,109096.20115209126,314646.0,7082.679908745247,100441.0,66544.0,5898.350980988593,36451.0,33899.0,12655.215423387095,112198.0,72585.0,True,False,False,False,False,False,False,True,False
1457,S2,0.928571429,0.357142857,0.928571429,4,5,3,89355.48,90800.921,73335.379,8351.2,10684.708,7921.257,46709.574,46782.97,48079.869,9331.499,12146.243,2816.952,6509.03,4327.741,537.863,-809.941,502.48,-73.396,-560.299,539.853,1042.08,-220.156,912.567,True,False,False,False,False,False,False,True,False
1481,S1,0.928571429,0.928571429,0.928571429,5,3,5,19517.566,23317.017,30958.829,10996.93,14834.489,21101.192,14827.195,14755.774,14455.076,3099.941,6022.194,8100.393,1537.74,955.308,-209.16,-1260.206,-2260.852,71.419,300.706,-3037.268,-204.694,-1255.933,-2152.132,False,True,False,False,False,False,False,True,False
1477,S1,0.928571429,0.928571429,0.928571429,3,3,4,324622.1809837838,69305.515,64814.914,136080.51671351353,37944.195,34496.853,99533.6884918919,19907.095,17929.77,119434.61881621621,24073.479,21990.513,339074.7970702703,89286.815,15183.700118918918,3188.306,1145.922,11959.991627027026,2705.874,12.741,33457.57769318182,8361.934,4950.748,False,True,False,False,False,False,False,True,False
1537,S2,0.928571429,0.642857143,0.928571429,4,4,4,120031.0,134325.0,129169.0,58861.0,68843.0,68088.0,34926.0,36098.0,34052.0,60619.0,70204.0,73517.0,93392.0,97728.0,3159.0,4343.0,4523.0,638.0,1817.0,592.0,11723.0,13029.0,12529.0,True,False,False,False,False,False,False,True,False
767,S3,0.642857143,0.5,0.928571429,4,4,3,12673.509,10752.554,9078.387,4890.694,3760.138,2855.925,4767.662,4138.611,4022.726,3979.556,2719.805,2694.259,7062.785,5523.137,777.303,231.175,402.457,466.081,122.645,253.408,1754.9,1143.5,1059.777,False,False,False,True,True,False,False,False,False
525,S1,0.928571429,0.785714286,0.928571429,1,2,5,199504.18,194357.105,158556.83,116737.268,106136.622,60624.42,91533.808,76921.301,42090.978,99579.769,63367.22,107313.723,253058.752,173150.822,130261.176,75195.867,16970.692,63873.274,52686.04,8864.219,140271.076,85391.433,27283.715,True,False,False,False,False,False,True,False,False
1472,S3,0.928571429,0.071428571,0.928571429,7,2,3,8182.367,12006.629,18369.489,8173.853,10772.842,17071.237,330.281,3608.308,5785.801,7852.086,8348.321,12498.688,1732.398,5778.905,-1169.117,3141.535,2869.672,-971.349,2247.008,2098.867,53.164,3706.047,3426.891,True,False,False,False,False,False,False,True,False
1816,S1,0.928571429,0.928571429,0.928571429,4,4,4,73939.526,71116.222,72430.906,60501.192,59685.689,59602.197,22534.214,19993.897,18088.006,41565.505,29465.703,30282.22,97714.058,91240.387,4567.468,4601.212,3486.054,2295.954,1832.5,1050.489,6409.365,7425.68,6397.358,True,False,False,False,False,False,True,False,False
1012,S3,0.357142857,0.4992673992666667,0.928571429,6,6,5,2236.105,2606.036,2941.132,529.0,352.219,290.696,79.18,80.057,90.5,1444.524,1398.588,1379.235,99.04,120.238,31.851,55.482,1.055,31.123,32.557,43.195,65.469,89.1,34.673,False,True,False,False,False,False,True,False,False
1882,S1,0.928571429,0.5032967033,0.928571429,4,3,4,125612.33834980988,195689.259,184121.736,63532.27164638783,146176.663,137330.185,44583.56873003802,95442.312,90889.208,42759.767684410646,67528.891,71582.209,109096.20115209126,210198.481,7082.679908745247,8838.087,8808.48,5898.350980988593,5699.833,6874.745,12655.215423387095,18520.534,15543.096,True,False,False,False,True,False,False,False,False
1817,S1,0.928571429,0.785714286,0.928571429,5,5,8,125612.33834980988,119801.0,149306.0,63532.27164638783,61801.0,96633.0,44583.56873003802,21462.0,-13213.0,42759.767684410646,65739.0,123639.0,109096.20115209126,69458.0,7082.679908745247,-8168.0,-4396.0,5898.350980988593,21754.0,-3009.0,12655.215423387095,229.0,4997.0,True,False,False,False,False,False,True,False,False
885,S2,0.785714286,0.5,0.928571429,3,3,3,18939.806,17808.353,19145.189,15545.86,13949.718,15800.15,11918.871,11161.267,11016.664,6578.15,5387.831,5986.741,15607.787,16738.859,867.688,470.283,750.173,757.601,294.607,716.039,1531.996,946.827,1258.999,False,False,True,False,False,False,False,True,False
705,S3,0.928571429,0.071428571,0.928571429,3,3,2,90164.96244594594,13755.008,5065.715,42231.76272972973,9952.824,4578.998,28526.612756756756,3336.4,1219.417,31406.53935135135,9708.649,3739.161,52246.46078378379,11676.237,-787.9962972972974,2901.325,1225.404,-2359.1967972972975,2116.983,964.238,7005.388067567567,3186.799,1336.825,False,False,False,True,False,False,False,False,True
488,S2,0.785714286,0.5,0.928571429,5,4,6,31104.082,9070.747,2486.86,6132.132,3117.561,589.363,5632.918,4068.215,465.432,2816.246,439.808,21.428,1441.176,556.636,482.352,183.156,-38.268,1439.21,112.943,-34.568,624.221,228.793,-36.961,False,True,False,False,False,False,True,False,False
196,S2,0.785714286,0.4573192239432099,0.928571429,6,5,8,15346.24,14736.427,14497.782,5632.553,5431.023,5179.182,4683.406,5404.163,404.037,9289.728,7614.489,12152.182,4882.791,4461.105,-930.781,-146.489,-489.807,-720.756,0.126,-448.357,370.109,375.174,-2.462,False,False,False,False,False,True,False,False,False
941,S2,0.928571429,0.357142857,0.928571429,6,5,6,10936.628,8377.809,7129.746,5974.616,3804.638,3274.889,2703.33,2223.094,1291.042,3336.36,2675.513,3552.009,7287.988,6853.99,-437.199,4.81,-946.812,-619.764,-817.946,-1072.023,754.321,1127.261,197.099,True,False,False,False,False,False,False,True,False
1396,S2,0.785714286,0.5273597811491109,0.928571429,5,5,5,2194.73,3598.279,5067.537,2144.701,3550.406,5022.119,1966.321,3401.774,4753.899,228.409,196.505,313.638,279.018,217.467,-1459.292,-1383.205,-1549.102,-1512.721,-1385.106,-1597.272,-428.748,-587.39,-736.997,False,False,True,False,False,False,False,True,False
190,S3,0.928571429,0.071428571,0.928571429,4,3,3,495770.881,443157.25,388892.917,394079.347,339532.188,295400.457,181339.511,158381.964,121657.705,280468.056,253149.291,221776.951,665388.246,610396.612,38860.079,51080.157,50860.877,23952.152,34344.171,33074.71,56607.791,66939.219,61472.258,True,False,False,False,True,False,False,False,False
1702,S2,0.785714286,0.928571429,0.928571429,3,6,6,75339.0,188762.0,223404.0,42760.0,75275.0,95065.0,38259.0,42567.0,64102.0,25781.0,85316.0,85012.0,94122.0,232494.0,7902.0,-10842.0,-8350.0,-3801.0,-22127.0,-14400.0,13708.0,12313.0,16492.0,False,False,True,False,False,False,True,False,False
1050,S2,0.642857143,0.5032967033,0.928571429,5,5,2,80212.749,57950.076,48197.231,20984.608,9975.149,12981.684,21067.007,21184.124,29957.173,43650.393,29177.519,11278.619,861.111,410.623,-838.61,-308.614,-66.096,882.885,1226.949,29798.188,-838.486,-308.278,-65.548,True,False,False,False,False,False,True,False,False
1395,S3,0.214285714,0.928571429,0.928571429,1,5,5,19997.502,18992.046,20339.681,7088.745,5486.053,5246.502,11310.217,10753.221,11423.082,2361.623,1064.962,1032.343,5995.611,2107.651,2363.409,-667.311,-789.025,556.996,-669.862,-786.19,3005.992,-511.901,-734.316,False,False,True,False,False,False,False,True,False
1392,S2,0.785714286,0.928571429,0.928571429,2,2,5,144948.33794392523,2387.775,2181.554,82661.31893613708,2056.739,1736.923,54930.01125700934,1583.151,1509.331,58482.62091900312,645.437,531.221,135104.59587383177,1698.164,10401.377903426792,57.312,-382.572,6873.286386292835,73.82,-381.005,16713.743878548896,168.657,-46.425,False,False,True,False,False,False,False,True,False
1197,S3,0.5,0.642857143,0.928571429,6,6,6,755727.0,735960.0,806116.0,518391.0,485357.0,504682.0,132178.0,75039.0,86165.0,389908.0,338737.0,460084.0,1135792.0,1063200.0,1182.0,-2971.0,-3730.0,-5702.0,-8223.0,-6454.0,19420.0,12292.0,12519.0,True,False,False,False,False,False,False,True,False
323,S2,0.785714286,0.4992673992666667,0.928571429,3,7,6,7393.319,4322.776,210.888,2447.883,761.826,41.015,627.838,-84.718,13.753,666.824,496.745,23.386,1404.881,41.437,962.895,-35.54,-4.722,712.557,-98.471,-8.959,1092.168,-35.121,-3.687,False,True,False,False,False,False,False,True,False
187,S2,0.928571429,0.642857143,0.928571429,4,5,7,19855.066,13605.434,13622.558,8183.818,6079.481,6365.662,7649.383,3530.173,2499.502,6831.024,4876.358,4974.398,7736.807,5506.096,-231.196,-1328.991,-1100.263,4075.145,1023.344,-687.392,716.733,-456.048,-685.259,False,True,False,False,True,False,False,False,False
193,S3,0.5,0.5,0.928571429,0,4,3,31386.671,13013.858,6394.604,20148.111,4944.525,1356.727,17519.564,5114.062,2430.905,12292.521,7156.371,1723.213,6401.953,3286.771,-1264.963,15.856,36.062,12405.503,516.341,1154.008,-1188.973,37.876,47.795,True,False,False,False,True,False,False,False,False
1871,S1,0.928571429,0.5032967033,0.928571429,3,4,5,240107.0,227491.0,153010.0,144264.0,130448.0,53149.0,59689.0,43411.0,31847.0,125549.0,121612.0,89212.0,321489.0,285803.0,19719.0,20473.0,2533.0,16996.0,11336.0,19924.0,22947.0,23506.0,3779.0,True,False,False,False,False,False,True,False,False
1591,S1,0.928571429,0.928571429,0.928571429,3,4,3,68687.113,65127.051,70706.756,12685.773,11601.214,20239.739,64961.457,63193.54,65377.7,3648.157,1837.583,4268.464,538.199,803.102,-353.871,-411.123,-796.89,2267.917,-2184.161,496.308,-350.144,-399.942,-785.709,True,False,False,False,False,False,False,True,False
1863,S1,0.928571429,0.5032967033,0.928571429,3,2,3,245484.766,208319.799,148580.483,106624.82,109647.395,55115.34,118997.048,114733.59,54663.259,61894.117,48909.579,45016.489,172848.937,147163.211,18235.059,19597.809,17223.415,13678.544,15058.902,14967.425,25068.684,24777.195,21732.94,True,False,False,False,False,False,False,False,True
1049,S1,0.928571429,0.785714286,0.928571429,4,3,4,19627.331,18927.937,18625.119,66.843,284.437,111.119,17795.283,17004.841,16462.911,112.101,104.725,285.616,300.699,277.756,-13.936,-12.77,-55.983,790.443,541.927,697.853,12655.215423387095,11755.310329931974,-51.614,True,False,False,False,False,False,True,False,False
1597,S1,0.928571429,0.785714286,0.928571429,5,5,5,12343.763,12530.8,12409.039,816.286,920.844,752.027,3638.57,3592.683,3534.723,8634.973,8877.717,8820.758,603.06,586.641,57.335,70.559,55.375,45.886,57.961,44.727,139.815,155.617,138.131,True,False,False,False,False,False,False,True,False
93,S2,0.928571429,0.642857143,0.928571429,2,2,3,125612.33834980988,64195.824,59113.132,63532.27164638783,46355.879,42695.954,44583.56873003802,31247.784,31083.807,42759.767684410646,21166.239,18939.482,109096.20115209126,53622.954,7082.679908745247,7348.049,4470.335,5898.350980988593,5363.97,3566.947,12655.215423387095,10641.463,8668.847,True,False,False,False,False,False,False,False,True
119,S2,0.785714286,0.357142857,0.928571429,8,8,7,144948.33794392523,24683.193,32297.182,82661.31893613708,9584.499,12294.992,54930.01125700934,-3167.734,5169.425,58482.62091900312,13437.117,10432.689,135104.59587383177,8808.518,10401.377903426792,-4903.945,-965.436,6873.286386292835,-8712.138,-9624.374,16713.743878548896,-384.404,-951.03,False,False,True,False,True,False,False,False,False
1865,S1,0.785714286,0.5273597811491109,0.928571429,3,5,5,21151.259,21308.649,21577.425,21151.259,21308.649,21551.617,20701.337,20886.359,19723.259,449.922,394.127,682.233,0.0,386.531,-319.825,-1025.63,-19121.409,988.129,1163.101,-15709.185,16713.743878548896,-999.823,-1395.201,False,False,True,False,True,False,False,False,False
1048,S3,0.5,0.5,0.928571429,5,5,5,125612.33834980988,35245.982,30502.12,63532.27164638783,16856.11,13911.799,44583.56873003802,13853.909,13917.49,42759.767684410646,12003.144,6051.079,109096.20115209126,8670.373,7082.679908745247,370.054,-262.572,5898.350980988593,-63.581,-422.154,12655.215423387095,1864.518,1064.443,True,False,False,False,False,False,True,False,False
945,S1,0.928571429,0.5032967033,0.928571429,1,2,3,212712.144,183446.508,155070.839,140265.837,121260.924,99954.27,106359.706,83418.826,59037.011,78012.308,72714.215,53171.948,256249.383,207166.292,34127.863,27792.059,16058.123,27776.247,22384.189,11243.551,45545.256,38111.665,25423.208,True,False,False,False,False,False,False,True,False
1173,S2,0.928571429,0.5,0.928571429,3,3,4,4839.034,6207.044,4894.724,4570.928,5956.797,4710.982,1608.813,1129.034,800.163,1844.509,3675.675,2850.903,3728.021,3246.907,681.89,542.094,269.555,453.484,352.901,193.01,781.647,643.577,352.932,True,False,False,False,False,False,False,True,False
734,S3,0.214285714,0.785714286,0.928571429,5,5,5,3246.967,3202.159,3179.479,440.59,463.926,428.007,3071.734,3036.217,3026.734,160.412,123.174,113.99,545.762,519.851,-112.031,-147.551,-156.361,-86.74,-122.255,-131.738,-53.881,-86.566,-94.622,False,False,True,False,True,False,False,False,False
1596,S3,0.928571429,0.071428571,0.928571429,1,4,5,131091.489,104154.882,100048.34,59979.222,60223.305,56782.344,71147.34,41970.527,40870.837,41704.156,30553.633,31866.161,107372.152,71552.581,29874.082,1966.94,-424.361,28088.483,831.481,-1646.855,33081.1,5854.866,3174.296,True,False,False,False,False,False,False,True,False
1784,S2,0.928571429,0.5,0.928571429,4,5,6,67139.0,68290.0,65394.0,47901.0,49709.0,46215.0,19524.0,18521.0,19340.0,35102.0,46298.0,27916.0,84509.0,78937.0,2516.0,446.0,-216.0,617.0,-720.0,-1227.0,6295.0,4787.0,3917.0,True,False,False,False,False,False,True,False,False
781,S3,0.785714286,0.642857143,0.785714286,4,4,3,94105.867,88638.237,85079.566,45773.997,43252.947,43328.216,33503.508,29619.463,26168.988,42972.041,35971.52,31584.464,135423.71,105943.475,4652.352,5006.916,7595.316,3884.042,3450.478,5250.92,7013.976,7132.989,9714.369,False,False,True,False,True,False,False,False,False
160,S2,0.928571429,0.5,0.785714286,4,5,6,14392422.0,13662401.0,12558385.0,2778046.0,2731701.0,2146781.0,3066781.0,2796710.0,2791100.0,4318824.0,4166094.0,3555948.0,5447652.0,4908053.0,182098.0,66672.0,-208150.0,82136.0,2281.0,-423066.0,1233374.0,1053858.0,826713.0,False,True,False,False,True,False,False,False,False
1842,S3,0.785714286,0.214285714,0.785714286,4,5,5,1399.8,1560.246,1543.507,443.35,394.28,268.794,307.467,231.86,167.942,759.667,922.279,957.935,1336.285,840.418,121.574,74.236,110.428,75.606,63.916,82.484,422.018,355.795,344.092,False,False,False,False,False,False,False,False,True
779,S3,0.785714286,0.642857143,0.785714286,3,4,6,262877.026,201709.9,168396.492,127533.726,74264.698,50860.389,99573.004,66694.618,66157.592,80366.355,52868.239,79339.105,279560.586,119486.993,19020.573,3761.587,-4803.946,12627.279,537.026,-1325.28,35733.184,12103.101,3352.355,False,False,True,False,True,False,False,False,False
880,S3,0.785714286,0.214285714,0.785714286,3,3,3,38735.486,34276.311,25771.011,26751.0,21758.613,20134.493,21477.897,20639.525,13965.033,11269.838,7106.101,8494.911,24647.342,20628.437,1204.35,787.675,230.508,1188.374,519.715,173.508,2922.913,2157.145,1548.038,False,False,True,False,False,False,False,True,False
1155,S3,0.642857143,0.357142857,0.785714286,4,4,4,34205.749,27302.771,21762.743,30361.234,23555.787,18151.566,8033.768,7404.564,7942.843,22890.78,16639.667,12313.282,85351.213,61437.377,1198.304,803.37,787.109,1016.113,464.71,449.872,2070.694,1443.625,1388.741,False,False,False,False,False,False,False,True,False
1273,S3,0.785714286,0.214285714,0.785714286,6,6,7,85791.186,88042.937,98943.062,33885.53,30412.728,32524.579,25555.997,-3084.979,-100130.222,31369.253,55752.921,17702.318,91782.528,81071.28,-22971.831,-16185.019,-27538.404,-25559.025,97045.242,-29508.84,-15231.671,-6866.48,-15285.205,False,False,True,False,False,False,False,True,False
1659,S3,0.785714286,0.642857143,0.785714286,1,2,5,1525589.0,1302052.255,954888.683,901487.0,789140.1,459246.915,807773.0,540009.838,363914.157,544759.0,571106.556,395661.118,2326684.0,1901052.755,353896.0,213221.799,-9898.707,283389.0,160539.321,-21420.95,420233.0,271659.447,30399.123,False,False,True,False,False,False,True,False,False
1844,S3,0.642857143,0.357142857,0.785714286,5,5,5,125612.33834980988,1241.489,1102.115,63532.27164638783,1179.332,1039.662,44583.56873003802,33.21,31.121,42759.767684410646,418.365,298.694,109096.20115209126,931.125,7082.679908745247,30.478,9.089,5898.350980988593,2.091,0.607,12655.215423387095,35.054,12.597,True,False,False,False,False,False,False,False,True
143,S3,0.785714286,0.5,0.785714286,4,4,4,324622.1809837838,43837544.0,43693287.0,136080.51671351353,4238467.0,3859511.0,99533.6884918919,33931745.0,33662079.0,119434.61881621621,6470352.0,6940599.0,339074.7970702703,4088775.0,15183.700118918918,272250.0,70958.0,11959.991627027026,274649.0,38291.0,33457.57769318182,452344.0,205758.0,False,True,False,False,True,False,False,False,False
481,S3,0.785714286,0.642857143,0.785714286,1,1,2,144948.33794392523,71686.544,62768.391,82661.31893613708,47792.621,38892.639,54930.01125700934,43226.553,36191.616,58482.62091900312,20630.448,17356.332,135104.59587383177,57204.702,10401.377903426792,9841.36,7287.96,6873.286386292835,7719.514,5702.502,16713.743878548896,12301.088,9664.026,False,False,True,False,False,False,True,False,False
1144,S2,0.928571429,0.642857143,0.785714286,4,3,4,388967.0,343766.0,348196.0,228301.0,187034.0,192441.0,170854.0,167956.0,144881.0,153455.0,118471.0,123935.0,301442.0,253644.0,8161.0,7335.0,7654.0,1212.0,4048.0,1004.0,32097.0,30158.0,31754.0,False,False,True,False,False,False,False,True,False
973,S4,0.214285714,0.357142857,0.785714286,3,3,3,187659.0,169454.0,156198.0,113875.0,96837.0,83954.0,110859.0,103377.0,97725.0,38656.0,24126.0,13347.0,109574.0,78298.0,9483.0,6587.0,2290.0,8000.0,5648.0,1865.0,17749.0,13877.0,8364.0,False,False,True,False,False,False,True,False,False
1706,S3,0.785714286,0.642857143,0.785714286,6,4,4,84245.607,86086.436,87651.415,51704.384,51787.564,58079.821,20390.166,21668.311,19538.685,34336.154,31238.91,46067.833,79877.509,81138.382,-281.022,1987.509,4701.908,-1111.626,1221.424,2185.782,3671.072,5672.38,10162.121,False,False,True,False,False,False,True,False,False
158,S3,0.928571429,0.357142857,0.785714286,1,2,5,65012.553,50642.143,39895.305,46386.727,31768.315,18241.886,32776.105,22224.128,15620.469,29391.442,19420.788,14970.785,107583.165,55956.014,19070.449,10525.048,-2649.312,14251.977,8603.659,-2313.244,23469.267,13162.984,290.284,False,True,False,False,True,False,False,False,False
359,S3,0.785714286,0.5,0.785714286,4,4,5,240107.0,227488.0,152930.0,144265.0,130444.0,53071.0,70649.0,53598.0,41228.0,114502.0,110628.0,78977.0,321489.0,285731.0,19756.0,20436.0,2616.0,17775.0,12134.0,267.0,22984.0,23469.0,3862.0,False,False,True,False,False,False,True,False,False
1782,S3,0.785714286,0.357142857,0.785714286,4,5,7,98333.943,71412.759,54959.09,31120.369,6942.44,2552.605,65330.909,66539.871,31493.267,3387.43,3120.83,11810.24,9342.441,3968.006,-952.218,-4143.964,-1217.202,-1363.407,-4296.69,-1020.477,2023.917,-412.139,-822.026,False,False,False,False,False,False,True,False,False
135,S3,0.785714286,0.5,0.785714286,4,4,4,393274.815,365902.036,336028.669,237620.238,217031.256,193050.227,110698.471,98976.972,89234.502,190990.332,165507.875,174147.021,146204.301,138159.297,11315.143,15116.72,14860.621,7604.302,9320.212,7715.886,38224.399,39315.277,40223.168,False,True,False,False,True,False,False,False,False
81,S3,0.785714286,0.214285714,0.785714286,4,3,4,370060.0,331968.0,271165.0,154093.0,177252.0,133746.0,77729.0,73320.0,57441.0,176849.0,155946.0,144982.0,775614.0,720990.0,15446.0,27489.0,21947.0,11869.0,21951.0,15500.0,38684.0,45831.0,43704.0,False,False,False,False,False,False,False,False,True
1163,S3,0.785714286,0.214285714,0.785714286,5,5,5,172211.839,101382.487,47576.309,149599.678,82322.796,33638.832,18007.7,17625.774,11420.183,121109.936,57553.755,33130.447,102824.456,52040.782,2889.804,1214.519,356.581,381.932,-427.315,190.001,6015.435,2714.157,700.943,False,False,True,False,False,False,False,True,False
1489,S3,0.785714286,0.214285714,0.785714286,3,4,4,419684.0,389411.0,379116.0,44640.0,37637.0,45707.0,235954.0,231204.0,231789.0,53722.0,38927.0,26762.0,140074.0,90215.0,9256.0,2452.0,-2636.0,3978.0,-365.0,-4526.0,32044.0,21852.0,14417.0,False,False,False,False,False,False,False,True,False
1156,S3,0.642857143,0.357142857,0.785714286,4,4,5,20495.25,19409.336,17695.968,11824.779,10755.468,10304.302,4133.369,3981.089,2968.241,12869.448,11462.364,12955.385,48501.42,35479.217,949.558,792.878,224.028,736.47,1016.953,-47.888,1084.188,1237.027,981.389,False,False,False,False,False,False,False,True,False
1452,S3,0.785714286,0.214285714,0.785714286,3,3,3,63382.0,47352.0,47047.0,46188.0,32856.0,31624.0,27642.0,24030.0,22468.0,30744.0,20421.0,21865.0,71679.0,52689.0,7043.0,5060.0,4006.0,4045.0,3008.0,2579.0,10956.0,8063.0,6534.0,True,False,False,False,False,False,False,True,False
1032,S3,0.928571429,0.357142857,0.785714286,5,4,3,149610.783,117612.202,109386.198,134900.188,101957.626,95078.348,24710.877,29547.251,28735.494,110937.232,79245.696,64932.884,399032.069,359022.052,-752.188,1235.892,1995.777,-2836.005,774.021,1233.973,2639.035,4706.088,5418.609,False,True,False,False,False,False,True,False,False
1147,S3,0.785714286,0.5,0.785714286,5,6,6,54812.44,42117.172,42625.161,41134.352,31041.442,33556.268,12530.71,12012.11,13676.706,33160.649,20642.376,16887.545,41256.387,28659.573,538.516,-2730.542,-961.655,400.516,-1708.329,-866.214,1959.114,-1541.004,294.907,False,False,True,False,False,False,False,True,False
1857,S3,0.785714286,0.357142857,0.785714286,5,3,3,2853851.0,2280451.0,1657717.0,2132309.0,1694487.0,1095848.0,473551.0,568205.0,462978.0,2358887.0,1694630.0,1175512.0,7179601.0,3556128.0,-7357.0,123117.0,134756.0,30268.0,135523.0,136427.0,107749.0,186189.0,191951.0,False,True,False,False,False,False,True,False,False
33,S3,0.785714286,0.642857143,0.785714286,0,1,1,48064.664,38430.135,36048.022,28935.118,17092.696,11993.547,33012.502,26197.018,23296.179,12980.057,11454.346,11710.834,39249.062,30779.872,9719.081,5462.562,3500.949,6939.545,3975.588,2553.753,12817.043,8677.531,6599.498,False,False,True,False,False,False,False,False,True
167,S2,0.928571429,0.5,0.785714286,4,4,5,20378.908,18060.597,16193.545,19218.317,17252.862,15389.098,3528.421,3547.421,2828.772,12623.418,9703.246,7169.119,15038.652,12859.538,1560.336,1383.256,387.184,1081.003,918.649,160.438,1931.71,1634.217,602.662,False,False,False,False,True,False,False,False,False
895,S3,0.642857143,0.357142857,0.785714286,3,1,2,200019.533,112873.783,74622.546,194996.103,108297.108,69484.748,84510.104,69087.58,58550.63,105291.873,35364.046,14793.124,314448.898,188313.351,26605.811,16737.914,5492.173,18782.767,11893.969,4173.48,30333.184,18573.593,6733.913,False,False,False,False,False,False,False,True,False
445,S3,0.785714286,0.214285714,0.785714286,1,2,2,1024.751,1053.028,582.411,997.427,1040.128,567.038,515.942,437.699,302.491,476.297,591.847,262.697,2682.147,1536.724,513.154,143.206,22.688,428.243,135.208,22.674,520.237,146.836,25.993,False,False,False,False,False,False,False,False,True
1058,S3,0.785714286,0.5,0.785714286,5,5,4,487992.518,392131.619,394815.262,292131.148,181004.124,170348.633,121038.184,111796.723,103903.373,253015.812,201305.025,192834.963,552989.978,339595.551,3552.552,4835.541,20381.482,10758.683,366.587,12364.518,28772.981,31013.731,43087.265,False,False,True,False,True,False,False,False,False
1735,S3,0.785714286,0.642857143,0.785714286,2,2,2,26359.224,25599.514,22608.479,17750.338,16225.981,13113.889,12554.066,11758.45,11464.267,10542.903,11840.27,9111.577,31616.309,28166.319,2193.69,1026.101,836.231,1795.615,824.185,702.469,3269.426,2097.507,1713.399,False,False,True,False,False,False,True,False,False
1660,S3,0.785714286,0.642857143,0.785714286,3,3,3,810797.119,704311.353,457338.396,522717.515,410526.467,283226.764,327243.555,307447.885,177701.866,359277.696,247560.362,160379.809,1405821.288,1026562.163,40390.919,11510.925,18722.286,48939.875,37468.203,15414.554,66637.712,28474.787,39976.833,False,False,True,False,False,False,True,False,False
740,S4,0.357142857,0.357142857,0.785714286,4,4,4,2158.544,2018.421,2162.563,832.315,461.18,361.532,676.718,620.572,583.182,687.961,366.649,324.403,546.619,624.196,105.507,79.118,76.753,56.148,37.391,38.575,333.749,307.908,274.072,False,True,False,False,True,False,False,False,False
1798,S3,0.785714286,0.642857143,0.785714286,5,4,5,333973.0,266159.0,245627.0,219184.0,174475.0,155890.0,36810.0,57334.0,45265.0,186429.0,137238.0,117819.0,328844.0,258480.0,5616.0,7635.0,-1611.0,-1752.0,8446.0,2673.0,22199.0,22028.0,18263.0,False,False,False,False,False,False,True,False,False
1148,S3,0.785714286,0.5,0.785714286,2,2,3,144948.33794392523,26521.355,23792.895,82661.31893613708,20639.242,17946.496,54930.01125700934,13677.243,12191.727,58482.62091900312,5319.25,3483.219,135104.59587383177,21165.626,10401.377903426792,3193.106,1060.298,6873.286386292835,2245.28,764.239,16713.743878548896,3475.276,1305.973,False,False,True,False,False,False,False,True,False
